Anime_Base,Titulo_Completo,URL,Imagem,Tipo,Provider
"8.057 Peter Grill to Kenja no Jikan Jul. 11, 2020","8.057 Peter Grill to Kenja no Jikan Jul. 11, 2020",https://animeshd.to/animes/peter-grill-to-kenja-no-jikan/,https://animeshd.to/wp-content/uploads/2024/11/k6fagonjajYZ9fLjSmlQnafHtUJ-185x278.jpg,Legendado,AnimesHD
"7.1 Harem Camp! Oct. 03, 2022","7.1 Harem Camp! Oct. 03, 2022",https://animeshd.to/animes/harem-camp/,https://animeshd.to/wp-content/uploads/2024/11/dsaYRfBviInhrulwtHOyg1KB4ct-185x278.jpg,Legendado,AnimesHD
"8.216 Mahou Shoujo ni Akogarete Jan. 03, 2024","8.216 Mahou Shoujo ni Akogarete Jan. 03, 2024",https://animeshd.to/animes/mahou-shoujo-ni-akogarete/,https://animeshd.to/wp-content/uploads/2024/11/da3LO5SK2O4CZ9QTzgFdweqgmFo-185x278.jpg,Legendado,AnimesHD
"7.344 Kekkon Yubiwa Monogatari Jan. 06, 2024","7.344 Kekkon Yubiwa Monogatari Jan. 06, 2024",https://animeshd.to/animes/kekkon-yubiwa-monogatari/,https://animeshd.to/wp-content/uploads/2024/11/Ao0magelF5LRx1OIbgDdwXCoozf-185x278.jpg,Legendado,AnimesHD
"8.388 Yakusoku no Neverland Jan. 11, 2019","8.388 Yakusoku no Neverland Jan. 11, 2019",https://animeshd.to/animes/yakusoku-no-neverland/,https://animeshd.to/wp-content/uploads/2024/11/8RWcKSmCbwsN8porFyTOB5e2cDG-185x278.jpg,Legendado,AnimesHD
"8.3 Mashle Apr. 08, 2023","8.3 Mashle Apr. 08, 2023",https://animeshd.to/animes/mashle/,https://animeshd.to/wp-content/uploads/2024/11/48dNOsGBOxQwZp04kcLdebFdPBU-185x278.jpg,Legendado,AnimesHD
"7 Air Gear Apr. 04, 2006","7 Air Gear Apr. 04, 2006",https://animeshd.to/animes/air-gear/,https://animeshd.to/wp-content/uploads/2024/11/fbNkD6MxjSuAN9TFP6rsWwo5gkc-185x278.jpg,Legendado,AnimesHD
"6.88 Isekai Quartet Apr. 10, 2019","6.88 Isekai Quartet Apr. 10, 2019",https://animeshd.to/animes/isekai-quartet/,https://animeshd.to/wp-content/uploads/2024/11/34N589rXVvG9wiQhN1O1fj4afBq-185x278.jpg,Legendado,AnimesHD
"8 Fruits Basket 2019 Apr. 06, 2019","8 Fruits Basket 2019 Apr. 06, 2019",https://animeshd.to/animes/fruits-basket-2019/,https://animeshd.to/wp-content/uploads/2024/11/wVe8vcSqpJjLib5TWer6kgkGjjM-185x278.jpg,Legendado,AnimesHD
"8.411 Ahiru no Sora Oct. 01, 2019","8.411 Ahiru no Sora Oct. 01, 2019",https://animeshd.to/animes/ahiru-no-sora/,https://animeshd.to/wp-content/uploads/2024/11/emHuXZPwTxqkzNtwOTsmf0CERrX-185x278.jpg,Legendado,AnimesHD
"8.4 Bungo Stray Dogs Apr. 07, 2016","8.4 Bungo Stray Dogs Apr. 07, 2016",https://animeshd.to/animes/bungo-stray-dogs/,https://animeshd.to/wp-content/uploads/2024/11/o1R3TVhLrAwBquvq132ux3So7Qw-185x278.jpg,Legendado,AnimesHD
"7.5 Digimon Adventure (2020) Apr. 05, 2020","7.5 Digimon Adventure (2020) Apr. 05, 2020",https://animeshd.to/animes/digimon-adventure-2020/,https://animeshd.to/wp-content/uploads/2024/11/vYoiupxiXVJBT8Bz0hCBwi1FLdL-185x278.jpg,Legendado,AnimesHD
"8.133 Goblin Slayer Oct. 07, 2018","8.133 Goblin Slayer Oct. 07, 2018",https://animeshd.to/animes/goblin-slayer/,https://animeshd.to/wp-content/uploads/2024/11/nUiT0whRDuUJKkk74L1pn8xUE2z-185x278.jpg,Legendado,AnimesHD
"8.6 Sakura Card Captor Dublado Apr. 07, 1998","8.6 Sakura Card Captor Dublado Apr. 07, 1998",https://animeshd.to/animes/sakura-card-captor-dublado/,https://animeshd.to/wp-content/uploads/2024/11/q1oEuSFkG6DZJnsXBPEPARUgrZn-185x278.jpg,Dublado,AnimesHD
"6.8 Sakura Quest Apr. 06, 2017","6.8 Sakura Quest Apr. 06, 2017",https://animeshd.to/animes/sakura-quest/,https://animeshd.to/wp-content/uploads/2024/11/rFp3csHMEN61Ewis4W2qI5wMSht-185x278.jpg,Legendado,AnimesHD
"5.8 Sakura Trick Jan. 10, 2014","5.8 Sakura Trick Jan. 10, 2014",https://animeshd.to/animes/sakura-trick/,https://animeshd.to/wp-content/uploads/2024/11/2Sm1bZSJ8UX1m8mWy8iaSOmexY0-185x278.jpg,Legendado,AnimesHD
"7.7 Sakurasou no Pet na Kanojo Oct. 09, 2012","7.7 Sakurasou no Pet na Kanojo Oct. 09, 2012",https://animeshd.to/animes/sakurasou-no-pet-na-kanojo/,https://animeshd.to/wp-content/uploads/2024/11/6pV5QSSZNtHd3ONrJeMy4SCoVFE-185x278.jpg,Legendado,AnimesHD
"6.5 Shin Sakura Taisen the Animation Apr. 03, 2020","6.5 Shin Sakura Taisen the Animation Apr. 03, 2020",https://animeshd.to/animes/shin-sakura-taisen-the-animation/,https://animeshd.to/wp-content/uploads/2024/11/gFMkIKUKWqQlbTgC7CqN6r8IZzM-185x278.jpg,Legendado,AnimesHD
"8.5 Yu Yu Hakusho Dublado Oct. 10, 1992","8.5 Yu Yu Hakusho Dublado Oct. 10, 1992",https://animeshd.to/animes/yu-yu-hakusho-dublado/,https://animeshd.to/wp-content/uploads/2024/11/j6dzDPkrAsfJ6GUyyMPz38ZkpbF-185x278.jpg,Dublado,AnimesHD
"8.02 Kage no Jitsuryokusha ni Naritakute! Oct. 05, 2022","8.02 Kage no Jitsuryokusha ni Naritakute! Oct. 05, 2022",https://animeshd.to/animes/kage-no-jitsuryokusha-ni-naritakute/,https://animeshd.to/wp-content/uploads/2024/11/r3IHw82QFkLmggTG9QpBFpYArVM-185x278.jpg,Legendado,AnimesHD
"8.7 Dandadan Dublado Oct. 04, 2024","8.7 Dandadan Dublado Oct. 04, 2024",https://animeshd.to/animes/dandadan-dublado/,https://animeshd.to/wp-content/uploads/2024/11/Dandadan-Dublado-Todos-os-Episodios-AnimesHD-185x278.jpg,Dublado,AnimesHD
"8.1 Yubisaki to Renren Jan. 06, 2024","8.1 Yubisaki to Renren Jan. 06, 2024",https://animeshd.to/animes/yubisaki-to-renren/,https://animeshd.to/wp-content/uploads/2024/11/xRHlM1Gs4Ws9QNXyYrZGdQ0V45F-185x278.jpg,Legendado,AnimesHD
"8.27 Castlevania Jul. 07, 2017","8.27 Castlevania Jul. 07, 2017",https://animeshd.to/animes/castlevania/,https://animeshd.to/wp-content/uploads/2024/11/ubDtIBwdS9b29sBofAkqWz3PqkT-185x278.jpg,Legendado,AnimesHD
"8.5 Naruto Shippuden Dublado Feb. 15, 2007","8.5 Naruto Shippuden Dublado Feb. 15, 2007",https://animeshd.to/animes/naruto-shippuden-dublado/,https://animeshd.to/wp-content/uploads/2024/11/Naruto-Shippuden-Dublado-Todos-os-Episodios-AnimesHD-185x278.jpg,Dublado,AnimesHD
"8.03 Inuyashiki Oct. 12, 2017","8.03 Inuyashiki Oct. 12, 2017",https://animeshd.to/animes/inuyashiki/,https://animeshd.to/wp-content/uploads/2024/11/5zqngLZU6PBblfzOqu4TmejcFp2-185x278.jpg,Legendado,AnimesHD
"8.219 Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru Oct. 06, 2021","8.219 Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru Oct. 06, 2021",https://animeshd.to/animes/sekai-saikou-no-ansatsusha-isekai-kizoku-ni-tensei-suru/,https://animeshd.to/wp-content/uploads/2024/11/v2VA99oXvEEuZNeqXSYRhq4uY2j-185x278.jpg,Legendado,AnimesHD
"7.5 Great Pretender Jul. 09, 2020","7.5 Great Pretender Jul. 09, 2020",https://animeshd.to/animes/great-pretender/,https://animeshd.to/wp-content/uploads/2024/11/F8GyqlAlKLEZ42ERAP2ymWc8MN-185x278.jpg,Legendado,AnimesHD
"7.988 Shinmai Maou no Testament Jan. 07, 2015","7.988 Shinmai Maou no Testament Jan. 07, 2015",https://animeshd.to/animes/shinmai-maou-no-testament/,https://animeshd.to/wp-content/uploads/2024/11/32rDJfZ4iT88UaBigKF7DwVZSuA-185x278.jpg,Legendado,AnimesHD
"7.3 Yuragi-sou no Yuuna-san Jul. 14, 2018","7.3 Yuragi-sou no Yuuna-san Jul. 14, 2018",https://animeshd.to/animes/yuragi-sou-no-yuuna-san/,https://animeshd.to/wp-content/uploads/2024/11/6laZ2HQ88bQXffVl0nSzm4gFcBH-185x278.jpg,Legendado,AnimesHD
"7.5 Horimiya: Piece Jul. 01, 2023","7.5 Horimiya: Piece Jul. 01, 2023",https://animeshd.to/animes/horimiya-piece/,https://animeshd.to/wp-content/uploads/2024/11/nnGb4NYOyRfCl5DKYPIK9A0Cgww-185x278.jpg,Legendado,AnimesHD
"8.6 Horimiya Jan. 10, 2021","8.6 Horimiya Jan. 10, 2021",https://animeshd.to/animes/horimiya/,https://animeshd.to/wp-content/uploads/2024/11/aaEpx5JSSmhDyx1wONjMpl2D8LK-185x278.jpg,Legendado,AnimesHD
"6.4 Monster Musume no Iru Nichijou Jul. 07, 2015","6.4 Monster Musume no Iru Nichijou Jul. 07, 2015",https://animeshd.to/animes/monster-musume-no-iru-nichijou/,https://animeshd.to/wp-content/uploads/2024/11/nZth7FJw4QWbRqwEzODe51N9ILC-185x278.jpg,Legendado,AnimesHD
"8.614 Dungeon Meshi Jan. 04, 2024","8.614 Dungeon Meshi Jan. 04, 2024",https://animeshd.to/animes/dungeon-meshi/,https://animeshd.to/wp-content/uploads/2024/11/A7SBIS42Kmg4FmzDuNvQSPaI3kc-185x278.jpg,Legendado,AnimesHD
"8 Puniru wa Kawaii Slime Oct. 06, 2024","8 Puniru wa Kawaii Slime Oct. 06, 2024",https://animeshd.to/animes/puniru-wa-kawaii-slime/,https://animeshd.to/wp-content/uploads/2024/11/cDETqaoawgnt6ShUDqfVhyNVVLW-185x278.jpg,Legendado,AnimesHD
"5.4 Another World Sep. 13, 2019","5.4 Another World Sep. 13, 2019",https://animeshd.to/animes/another-world/,https://animeshd.to/wp-content/uploads/2024/11/t8Xq1edhrEeH0pB9jFolLBCj1nr-185x278.jpg,Legendado,AnimesHD
"8.8 Arcane Nov. 06, 2021","8.8 Arcane Nov. 06, 2021",https://animeshd.to/animes/arcane/,https://animeshd.to/wp-content/uploads/2024/11/abf8tHznhSvl9BAElD2cQeRr7do-185x278.jpg,Legendado,AnimesHD
"7.2 Uramichi Oniisan Jul. 06, 2021","7.2 Uramichi Oniisan Jul. 06, 2021",https://animeshd.to/animes/uramichi-oniisan/,https://animeshd.to/wp-content/uploads/2024/11/eiBMrPIG8jokkcAwhKpwcAZG7gh-185x278.jpg,Legendado,AnimesHD
"8.4 Xian Wang de Richang Shenghuo Jan. 18, 2020","8.4 Xian Wang de Richang Shenghuo Jan. 18, 2020",https://animeshd.to/animes/xian-wang-de-richang-shenghuo/,https://animeshd.to/wp-content/uploads/2024/11/AiUzqwU9Dom6rH1Kt6jRXXGDD7p-185x278.jpg,Legendado,AnimesHD
"8.6 Hunter x Hunter 2011 Oct. 02, 2011","8.6 Hunter x Hunter 2011 Oct. 02, 2011",https://animeshd.to/animes/hunter-x-hunter-2011/,https://animeshd.to/wp-content/uploads/2024/11/9WxfAQquTun9ATkV6iAeFHMkqxv-185x278.jpg,Legendado,AnimesHD
"8.2 Shadows House Apr. 11, 2021","8.2 Shadows House Apr. 11, 2021",https://animeshd.to/animes/shadows-house/,https://animeshd.to/wp-content/uploads/2024/11/qZHsA3mIrWmwsQ5xOhjhjrPl7NH-185x278.jpg,Legendado,AnimesHD
"8.5 Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Jul. 04, 2020","8.5 Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Jul. 04, 2020",https://animeshd.to/animes/maou-gakuin-no-futekigousha-shijou-saikyou-no-maou-no-shiso-tensei-shite-shison-tachi-no-gakkou-e/,https://animeshd.to/wp-content/uploads/2024/11/eVJyT5RJ4xNsxs4y0SbrJa3LKif-185x278.jpg,Legendado,AnimesHD
"8.473 Beastars Oct. 10, 2019","8.473 Beastars Oct. 10, 2019",https://animeshd.to/animes/beastars/,https://animeshd.to/wp-content/uploads/2024/11/jJHykaBex66D01wlfPx0tcyEQ8E-185x278.jpg,Legendado,AnimesHD
"0 Kinoko Inu Oct. 03, 2024","0 Kinoko Inu Oct. 03, 2024",https://animeshd.to/animes/kinoko-inu/,https://animeshd.to/wp-content/uploads/2024/11/2kjIui4ejGFtVMOtSAmjFwcsiKm-185x278.jpg,Legendado,AnimesHD
"8.3 Uzaki-chan wa Asobitai! Jul. 10, 2020","8.3 Uzaki-chan wa Asobitai! Jul. 10, 2020",https://animeshd.to/animes/uzaki-chan-wa-asobitai/,https://animeshd.to/wp-content/uploads/2024/11/uUU2BTMXaX5g09lDP6pAbsN8EG5-185x278.jpg,Legendado,AnimesHD
"5.5 Tasogare Out Focus Jul. 04, 2024","5.5 Tasogare Out Focus Jul. 04, 2024",https://animeshd.to/animes/tasogare-out-focus/,https://animeshd.to/wp-content/uploads/2024/11/5qgdbIbgG6cA7xDpFyTRoFhMZFH-185x278.jpg,Legendado,AnimesHD
"9 2.5-jigen no Ririsa Jul. 05, 2024","9 2.5-jigen no Ririsa Jul. 05, 2024",https://animeshd.to/animes/2-5-jigen-no-ririsa/,https://animeshd.to/wp-content/uploads/2024/11/weal0UrYsys21fYpFFv3iGyPemq-185x278.jpg,Legendado,AnimesHD
"7 Kono Sekai wa Fukanzen Sugiru Jul. 06, 2024","7 Kono Sekai wa Fukanzen Sugiru Jul. 06, 2024",https://animeshd.to/animes/kono-sekai-wa-fukanzen-sugiru/,https://animeshd.to/wp-content/uploads/2024/11/am7dab5D46Pee5KH951qQrpXJy7-185x278.jpg,Legendado,AnimesHD
"7.5 Dungeon no Naka no Hito Jul. 06, 2024","7.5 Dungeon no Naka no Hito Jul. 06, 2024",https://animeshd.to/animes/dungeon-no-naka-no-hito/,https://animeshd.to/wp-content/uploads/2024/11/syOHpyoH8yQS6dOgCSCjKg6ijp4-185x278.jpg,Legendado,AnimesHD
"7.1 Madougushi Dahliya wa Utsumukanai Jul. 06, 2024","7.1 Madougushi Dahliya wa Utsumukanai Jul. 06, 2024",https://animeshd.to/animes/madougushi-dahliya-wa-utsumukanai/,https://animeshd.to/wp-content/uploads/2024/11/m7Kh9um0MCzIz81ZVTB1dxFtaGT-185x278.jpg,Legendado,AnimesHD
"6 Mob kara Hajimaru Tansaku Eiyuutan Jul. 06, 2024","6 Mob kara Hajimaru Tansaku Eiyuutan Jul. 06, 2024",https://animeshd.to/animes/mob-kara-hajimaru-tansaku-eiyuutan/,https://animeshd.to/wp-content/uploads/2024/11/hY8rN6dkGHp8LC1fE24cqeFoSfJ-185x278.jpg,Legendado,AnimesHD
"8.364 Kengan Ashura Jul. 31, 2019","8.364 Kengan Ashura Jul. 31, 2019",https://animeshd.to/animes/kengan-ashura/,https://animeshd.to/wp-content/uploads/2024/11/q1Nm4it71GroM8cQ41nIJmH8M1D-185x278.jpg,Legendado,AnimesHD
"2.7 Tasuuketsu Jul. 03, 2024","2.7 Tasuuketsu Jul. 03, 2024",https://animeshd.to/animes/tasuuketsu/,https://animeshd.to/wp-content/uploads/2024/11/9y8kJR8PexjfLrdoF1mhn7Tf00s-185x278.jpg,Legendado,AnimesHD
"8 Murai no Koi Oct. 06, 2024","8 Murai no Koi Oct. 06, 2024",https://animeshd.to/animes/murai-no-koi/,https://animeshd.to/wp-content/uploads/2024/11/oaYHnhk09qc20zj7IzYhuwfbgSI-185x278.jpg,Legendado,AnimesHD
"8.3 Yahari Ore no Seishun Love Comedy wa Machigatteiru Apr. 05, 2013","8.3 Yahari Ore no Seishun Love Comedy wa Machigatteiru Apr. 05, 2013",https://animeshd.to/animes/yahari-ore-no-seishun-love-comedy-wa-machigatteiru/,https://animeshd.to/wp-content/uploads/2024/11/hCiXuwSTy5rmx6DH7SurFk9dWIA-185x278.jpg,Legendado,AnimesHD
"7.9 Mahouka Koukou No Rettousei Apr. 06, 2014","7.9 Mahouka Koukou No Rettousei Apr. 06, 2014",https://animeshd.to/animes/mahouka-koukou-no-rettousei/,https://animeshd.to/wp-content/uploads/2024/11/q1U1Mibstvz4CTq1VqbXpoWCA7k-185x278.jpg,Legendado,AnimesHD
"8.6 Banana Fish Jul. 06, 2018","8.6 Banana Fish Jul. 06, 2018",https://animeshd.to/animes/banana-fish/,https://animeshd.to/wp-content/uploads/2024/11/3GiB5Ybbhzt0ePRR2zgld9R56DB-185x278.jpg,Legendado,AnimesHD
"8.7 Fullmetal Alchemist: Brotherhood Apr. 05, 2009","8.7 Fullmetal Alchemist: Brotherhood Apr. 05, 2009",https://animeshd.to/animes/fullmetal-alchemist-brotherhood/,https://animeshd.to/wp-content/uploads/2024/11/tYwLXkxosyU3OOj2IFxzxuajvBI-185x278.jpg,Legendado,AnimesHD
"8.196 Fullmetal Alchemist Dublado Oct. 04, 2003","8.196 Fullmetal Alchemist Dublado Oct. 04, 2003",https://animeshd.to/animes/fullmetal-alchemist/,https://animeshd.to/wp-content/uploads/2024/11/hdTArWU0WEuaqXULBE4GzbhyqhI-185x278.jpg,Dublado,AnimesHD
"7.934 Ishuzoku Reviewers Jan. 11, 2020","7.934 Ishuzoku Reviewers Jan. 11, 2020",https://animeshd.to/animes/ishuzoku-reviewers-online/,https://animeshd.to/wp-content/uploads/2024/11/uREuIO3QxBy7m2K2AieS6uXy2Gq-185x278.jpg,Legendado,AnimesHD
"8.4 Mahou Shoujo Site Apr. 07, 2018","8.4 Mahou Shoujo Site Apr. 07, 2018",https://animeshd.to/animes/mahou-shoujo-site/,https://animeshd.to/wp-content/uploads/2024/11/xqgFj6CaqDYsstg6BGSoiAuP8pR-185x278.jpg,Legendado,AnimesHD
"8.7 Pokémon Horizons: The Series Apr. 14, 2023","8.7 Pokémon Horizons: The Series Apr. 14, 2023",https://animeshd.to/animes/pokemon-horizons-the-series/,https://animeshd.to/wp-content/uploads/2024/11/gvT5IBN2syZjlJdPppd6LfxIX2D-185x278.jpg,Legendado,AnimesHD
"7 Kaii to Otome to Kamikakushi Apr. 10, 2024","7 Kaii to Otome to Kamikakushi Apr. 10, 2024",https://animeshd.to/animes/kaii-to-otome-to-kamikakushi/,https://animeshd.to/wp-content/uploads/2024/11/Ok245ByWj1VrZI80pmtm0EwDmd-185x278.jpg,Legendado,AnimesHD
"6.2 The New Gate Apr. 14, 2024","6.2 The New Gate Apr. 14, 2024",https://animeshd.to/animes/the-new-gate/,https://animeshd.to/wp-content/uploads/2024/11/c1JCYZ6anQCKHxSgBPCtUdNnWoB-185x278.jpg,Legendado,AnimesHD
"0 One Piece: Gyojin Tou-hen Nov. 03, 2024","0 One Piece: Gyojin Tou-hen Nov. 03, 2024",https://animeshd.to/animes/one-piece-gyojin-tou-hen/,https://animeshd.to/wp-content/uploads/2024/11/6gWRM4kJDnD0xhY3aqcG6LxiBcE-185x278.jpg,Legendado,AnimesHD
"8 Code Geass: Dakkan no Rozé Jun. 21, 2024","8 Code Geass: Dakkan no Rozé Jun. 21, 2024",https://animeshd.to/animes/code-geass-dakkan-no-roze/,https://animeshd.to/wp-content/uploads/2024/11/haZq87YEPBEgi21wDlXGZRaPVLr-185x278.jpg,Legendado,AnimesHD
"7.8 Hokuto no Ken: Kenougun Zako-tachi no Banka (Dublado) 2026 Hokuto no Ken: Kenougun Zako-tachi no Banka (Dublado) IMDb: 7.8 2026 Em meio às ruínas de um mundo pós-apocalíptico, Nobu apenas queria um emprego para sobreviver. No entanto, um golpe do destino o leva a ser enganado e incorporado ao exército de Raoh, arrastando-o para uma guerra brutal que mudará sua vida para sempre. Ação Artes Marciais Comédia Dublado Ficção científica Shounen","7.8 Hokuto no Ken: Kenougun Zako-tachi no Banka (Dublado) 2026 Hokuto no Ken: Kenougun Zako-tachi no Banka (Dublado) IMDb: 7.8 2026 Em meio às ruínas de um mundo pós-apocalíptico, Nobu apenas queria um emprego para sobreviver. No entanto, um golpe do destino o leva a ser enganado e incorporado ao exército de Raoh, arrastando-o para uma guerra brutal que mudará sua vida para sempre. Ação Artes Marciais Comédia Dublado Ficção científica Shounen",https://animeplayer.com.br/animes/hokuto-no-ken-kenougun-zako-tachi-no-banka-dublado/,https://animeplayer.com.br/wp-content/uploads/2026/01/hokuto-no-ken-kenougun-zako-tachi-no-banka.jpg,Dublado,AnimePlayer-Dub
"10 Re:Zero kara Hajimeru Isekai Seikatsu 4 (Dublado) 2026 Re:Zero kara Hajimeru Isekai Seikatsu 4 (Dublado) IMDb: 10 2026 Em Re:Zero kara Hajimeru Isekai Seikatsu 4, Subaru continua sua jornada ao lado de Emilia enfrentando novos mistérios e ameaças cada vez mais perigosas no mundo mágico. Conforme segredos antigos vêm à tona e aliados são colocados à prova, ele precisa usar novamente o poder de “Retorno pela ... Ação Drama Dublado Fantasia Isekai Seinen Suspense","10 Re:Zero kara Hajimeru Isekai Seikatsu 4 (Dublado) 2026 Re:Zero kara Hajimeru Isekai Seikatsu 4 (Dublado) IMDb: 10 2026 Em Re:Zero kara Hajimeru Isekai Seikatsu 4, Subaru continua sua jornada ao lado de Emilia enfrentando novos mistérios e ameaças cada vez mais perigosas no mundo mágico. Conforme segredos antigos vêm à tona e aliados são colocados à prova, ele precisa usar novamente o poder de “Retorno pela ... Ação Drama Dublado Fantasia Isekai Seinen Suspense",https://animeplayer.com.br/animes/rezero-kara-hajimeru-isekai-seikatsu-4-dublado/,https://animeplayer.com.br/wp-content/uploads/2026/04/rezero-kara-hajimeru-isekai-seikatsu-4-dublado-capa.jpg,Dublado,AnimePlayer-Dub
"9.4 Tongari Boushi no Atelier (Dublado) 2026 Tongari Boushi no Atelier (Dublado) IMDb: 9.4 2026 Tongari Boushi no Atelier acompanha Coco, uma garota comum que sonha em se tornar maga, apesar de acreditar que magia é um dom exclusivo de poucos escolhidos. Tudo muda quando ela descobre um segredo proibido sobre como a magia realmente funciona — mas um erro durante um feitiço transforma sua ... Aventura Drama Dublado Fantasia Magia Seinen","9.4 Tongari Boushi no Atelier (Dublado) 2026 Tongari Boushi no Atelier (Dublado) IMDb: 9.4 2026 Tongari Boushi no Atelier acompanha Coco, uma garota comum que sonha em se tornar maga, apesar de acreditar que magia é um dom exclusivo de poucos escolhidos. Tudo muda quando ela descobre um segredo proibido sobre como a magia realmente funciona — mas um erro durante um feitiço transforma sua ... Aventura Drama Dublado Fantasia Magia Seinen",https://animeplayer.com.br/animes/tongari-boushi-no-atelier-dublado/,https://animeplayer.com.br/wp-content/uploads/2026/04/tongari-boushi-no-atelier-capa.webp,Dublado,AnimePlayer-Dub
"7.1 Nippon Sangoku (Dublado) 2026 Nippon Sangoku (Dublado) IMDb: 7.1 2026 O Japão foi dividido em três nações rivais após um colapso nacional que destruiu o antigo governo. Em meio a conflitos políticos, guerras estratégicas e disputas territoriais, a jovem e talentosa estrategista Aoi embarca em uma jornada perigosa para mudar o destino do país. Entre batalhas ... Ação Drama Dublado Ficção científica Militar Seinen","7.1 Nippon Sangoku (Dublado) 2026 Nippon Sangoku (Dublado) IMDb: 7.1 2026 O Japão foi dividido em três nações rivais após um colapso nacional que destruiu o antigo governo. Em meio a conflitos políticos, guerras estratégicas e disputas territoriais, a jovem e talentosa estrategista Aoi embarca em uma jornada perigosa para mudar o destino do país. Entre batalhas ... Ação Drama Dublado Ficção científica Militar Seinen",https://animeplayer.com.br/animes/nippon-sangoku-dublado/,https://animeplayer.com.br/wp-content/uploads/2026/04/nippon-sangoku-capa-scaled.webp,Dublado,AnimePlayer-Dub
